time duration_80 duration_82 duration_81 duration_84 duration_83 duration_86 duration_85 duration_88 duration_87 duration_89 RUNNABLE_3 duration_91 duration_90 duration_93 duration_92 duration_95 duration_94 throughput_93 duration_97 throughput_92 duration_96 throughput_91 duration_99 throughput_90 duration_98 throughput_99 throughput_98 throughput_97 throughput_96 WAITING_5 throughput_95 throughput_94 duration_112 duration_111 duration_110 throughput_82 throughput_81 duration_119 throughput_80 duration_118 duration_117 duration_116 duration_115 duration_114 duration_113 throughput_89 throughput_88 throughput_87 throughput_86 throughput_85 throughput_84 throughput_83 duration_101 duration_100 mem_2 TIMED_WAITING_4 throughput_71 duration_109 throughput_70 duration_108 duration_107 duration_106 duration_105 duration_104 duration_103 duration_102 throughput_79 throughput_78 throughput_77 throughput_76 throughput_75 throughput_74 throughput_73 throughput_72 duration_40 duration_42 duration_41 duration_44 duration_43 duration_46 duration_45 duration_48 duration_47 duration_49 duration_51 duration_50 duration_53 duration_52 duration_55 duration_54 duration_57 duration_56 duration_59 duration_58 duration_60 duration_62 duration_61 duration_64 duration_63 duration_66 duration_65 duration_68 duration_67 duration_69 duration_71 duration_70 duration_73 duration_72 duration_75 duration_74 duration_77 duration_76 duration_79 duration_78 cpu_1 throughput_117 throughput_118 throughput_115 throughput_116 throughput_119 throughput_24 throughput_23 throughput_22 throughput_21 throughput_20 throughput_120 throughput_121 throughput_29 throughput_28 throughput_124 throughput_27 throughput_125 throughput_26 throughput_122 throughput_25 throughput_123 throughput_128 throughput_129 throughput_126 throughput_127 duration_9 duration_8 duration_11 duration_7 duration_10 duration_6 duration_13 duration_12 duration_15 duration_14 throughput_13 duration_17 throughput_12 duration_16 throughput_11 duration_19 throughput_10 duration_18 throughput_131 throughput_132 throughput_19 throughput_18 throughput_130 throughput_17 throughput_135 throughput_16 throughput_136 throughput_15 throughput_133 throughput_14 throughput_134 throughput_139 throughput_137 throughput_138 throughput_9 duration_20 duration_22 duration_21 duration_24 throughput_6 duration_23 throughput_7 duration_26 throughput_8 duration_25 duration_28 duration_27 duration_29 throughput_142 throughput_143 throughput_140 throughput_141 throughput_146 throughput_147 throughput_144 throughput_145 throughput_148 throughput_149 duration_31 duration_30 duration_33 duration_32 duration_35 duration_34 duration_37 duration_36 duration_39 duration_38 throughput_150 throughput_151 throughput_152 duration_134 duration_133 duration_132 duration_131 duration_130 throughput_60 duration_139 duration_138 duration_137 duration_136 duration_135 throughput_68 throughput_67 throughput_66 throughput_65 throughput_64 throughput_63 throughput_62 throughput_61 throughput_69 duration_123 duration_122 duration_121 duration_120 duration_129 duration_128 duration_127 duration_126 duration_125 duration_124 throughput_57 throughput_56 throughput_55 throughput_54 throughput_53 throughput_52 throughput_51 throughput_50 throughput_59 throughput_58 duration_152 duration_151 duration_150 throughput_46 throughput_45 throughput_44 throughput_43 throughput_42 throughput_41 throughput_40 throughput_102 throughput_49 throughput_103 throughput_48 throughput_100 throughput_47 throughput_101 throughput_106 duration_145 throughput_107 duration_144 throughput_104 duration_143 throughput_105 duration_142 duration_141 duration_140 throughput_108 throughput_109 duration_149 duration_148 duration_147 duration_146 throughput_35 throughput_34 throughput_33 throughput_32 throughput_31 throughput_30 throughput_110 throughput_39 throughput_113 throughput_38 throughput_114 throughput_37 throughput_111 throughput_36 throughput_112 throughput_153 duration_153
2017.01.30_14:45:02 235.47058 112.23529 48.941177 46.0 48.941177 259.64706 259.70587 234.25641 112.92308 59.76923 1.0 6.794872 59.76923 219.97437 234.25641 59.76923 112.948715 38.844624 6.794872 38.844624 234.23077 38.844624 220.0 38.844624 6.794872 38.844624 38.844624 38.844624 38.844624 1.0 38.844624 38.844624 108.111115 0.0 34.555557 16.932272 16.932272 108.05556 16.932272 227.94444 227.94444 0.0 108.05556 34.5 227.94444 38.844624 38.844624 38.844624 16.932272 16.932272 16.932272 16.932272 220.0 59.76923 423.32846 1.0 16.932272 0.0 16.932272 0.0 234.23077 219.97437 234.23077 112.92308 234.25641 112.948715 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 236.4342 18.88889 18.88889 236.44737 25.333334 45.789474 236.4342 25.38889 45.789474 121.210526 1.2222222 25.38889 121.210526 1.2222222 1.2222222 236.4342 121.197365 134.26315 134.27632 18.88889 236.42105 45.80263 121.197365 134.26315 45.80263 235.47058 259.70587 48.941177 112.23529 259.70587 46.0 112.23529 259.64706 48.941177 46.0 112.23529 235.47058 259.64706 235.47058 46.0 4.7833304 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 24.9004 24.9004 17.928288 24.9004 17.928288 17.928288 75.69721 24.9004 17.928288 17.928288 17.928288 125.49802 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 320.36 86.48 28.64 9.111111 28.6 150.44 86.52 7.0 28.64 9.302631 24.9004 150.48 38.844624 7.025641 24.9004 320.36 24.9004 150.48 17.928288 17.928288 24.9004 24.9004 17.928288 24.9004 17.928288 38.844624 17.928288 24.9004 17.928288 75.69721 17.928288 17.928288 17.928288 17.928288 24.9004 320.4 28.6 3.6666667 4.8333335 24.9004 150.48 53.784863 32.31746 24.9004 4.8333335 86.48 4.8333335 9.289474 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 86.52 9.289474 3.6666667 3.6111112 320.36 7.025641 320.4 320.4 134.27632 236.42105 17.928288 17.928288 17.928288 18.88889 17.88889 59.38889 17.833334 239.88889 75.69721 38.166668 38.166668 226.72223 226.66667 226.66667 16.932272 16.932272 16.932272 16.932272 75.69721 75.69721 75.69721 75.69721 16.932272 108.05556 227.88889 239.88889 239.88889 34.5 239.88889 239.94444 239.88889 34.555557 0.0 75.69721 75.69721 17.928288 75.69721 75.69721 17.928288 17.928288 17.928288 75.69721 17.928288 38.166668 59.38889 18.88889 75.69721 75.69721 75.69721 17.928288 17.928288 17.928288 75.69721 38.844624 75.69721 38.844624 17.928288 38.844624 75.69721 38.844624 38.844624 38.166668 38.844624 17.833334 38.844624 226.66667 38.844624 59.38889 18.944445 59.38889 17.928288 17.928288 226.66667 18.944445 17.88889 226.66667 24.9004 38.844624 17.928288 17.928288 24.9004 75.69721 17.928288 75.69721 17.928288 75.69721 17.928288 24.9004 17.928288 24.9004 17.928288 null null
2017.01.30_14:45:05 237.17647 113.52941 49.35294 46.235294 49.35294 260.82352 260.88235 234.4359 112.84615 59.74359 1.0 6.8717947 59.74359 219.94872 234.4359 59.74359 112.84615 38.80597 6.8717947 38.80597 234.41026 38.80597 219.94872 38.80597 6.8974357 38.80597 38.80597 38.80597 38.80597 1.0 38.80597 38.80597 107.666664 0.0 35.0 16.915422 16.915422 107.666664 16.915422 227.83333 227.83333 0.0 107.666664 35.0 227.83333 38.80597 38.80597 38.80597 16.915422 16.915422 16.915422 16.915422 219.94872 59.74359 316.47162 1.0 16.915422 0.0 16.915422 0.0 234.41026 219.94872 234.4359 112.84615 234.4359 112.84615 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 235.62666 19.31579 19.31579 235.64 24.944445 45.81333 235.62666 24.944445 45.81333 120.746666 3.6923077 24.944445 120.76 3.6923077 3.7179487 235.62666 120.746666 133.61333 133.61333 19.31579 235.62666 45.826668 120.746666 133.6 45.826668 237.11765 260.82352 49.35294 113.52941 260.82352 46.235294 113.52941 260.82352 49.35294 46.235294 113.52941 237.17647 260.82352 237.17647 46.235294 2.6817381 17.910448 17.910448 17.910448 17.910448 17.910448 18.905472 23.880598 23.880598 18.905472 23.880598 17.910448 17.910448 74.62687 23.880598 17.910448 18.905472 17.910448 132.3383 17.910448 18.905472 17.910448 17.910448 17.910448 17.910448 17.910448 320.75 86.625 28.833334 9.315789 28.791666 150.66667 86.625 6.948718 28.833334 9.346666 23.880598 150.66667 38.80597 6.948718 23.880598 320.75 23.880598 150.66667 18.905472 18.905472 23.880598 23.880598 17.910448 23.880598 18.905472 38.80597 18.905472 23.880598 18.905472 74.62687 18.905472 18.905472 18.905472 18.905472 23.880598 320.79166 28.833334 3.7894738 4.8421054 23.880598 150.66667 56.71642 32.458645 23.880598 4.8421054 86.625 4.8421054 9.333333 18.905472 18.905472 18.905472 18.905472 18.905472 18.905472 18.905472 18.905472 18.905472 18.905472 86.625 9.333333 3.7894738 3.7894738 320.75 6.948718 320.75 320.75 133.61333 235.62666 18.905472 18.905472 18.905472 19.31579 18.052631 60.789474 18.052631 239.66667 74.62687 38.894737 38.894737 227.52632 227.52632 227.52632 16.915422 16.915422 16.915422 16.915422 74.62687 74.62687 74.62687 74.62687 16.915422 107.666664 227.83333 239.66667 239.66667 35.0 239.66667 239.66667 239.66667 35.0 0.0 74.62687 74.62687 38.80597 74.62687 74.62687 38.80597 38.80597 17.910448 74.62687 18.905472 38.894737 60.789474 19.31579 74.62687 74.62687 74.62687 17.910448 18.905472 18.905472 74.62687 38.80597 74.62687 38.80597 17.910448 38.80597 74.62687 38.80597 38.80597 38.894737 38.80597 18.052631 38.80597 227.52632 38.80597 60.789474 19.31579 60.789474 18.905472 17.910448 227.52632 19.31579 18.052631 227.52632 23.880598 38.80597 18.905472 18.905472 23.880598 74.62687 17.910448 74.62687 17.910448 74.62687 17.910448 23.880598 17.910448 23.880598 17.910448 null null
2017.01.30_14:45:08 235.47058 112.588234 48.941177 45.35294 48.941177 259.11765 259.11765 233.23685 112.210526 59.42105 1.0 6.894737 59.44737 219.1842 233.23685 59.44737 112.23684 37.848606 6.9210525 37.848606 233.23685 37.848606 219.1842 37.848606 6.9210525 37.848606 37.848606 37.848606 37.848606 1.0 37.848606 37.848606 107.82353 0.0 34.764706 16.932272 16.932272 107.82353 16.932272 227.64706 227.64706 0.0 107.82353 34.764706 227.64706 37.848606 37.848606 37.848606 16.932272 16.932272 16.932272 16.932272 219.1842 59.44737 441.11313 1.0 16.932272 0.0 16.932272 0.0 233.23685 219.1579 233.23685 112.210526 233.23685 112.23684 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 235.53334 18.722221 18.722221 235.53334 25.0 45.546665 235.52 25.0 45.56 120.62666 3.6578948 25.0 120.62666 3.6578948 3.6578948 235.52 120.613335 133.46666 133.48 18.722221 235.52 45.56 120.613335 133.46666 45.56 235.47058 259.11765 48.941177 112.588234 259.11765 45.35294 112.588234 259.11765 48.941177 45.35294 112.588234 235.47058 259.11765 235.47058 45.411766 1.8860906 16.932272 16.932272 16.932272 16.932272 16.932272 17.928288 23.904385 23.904385 17.928288 23.904385 16.932272 16.932272 74.7012 23.904385 16.932272 17.928288 16.932272 125.49802 16.932272 17.928288 16.932272 16.932272 16.932272 16.932272 16.932272 320.375 86.208336 28.416666 8.962963 28.416666 150.375 86.25 6.894737 28.416666 9.24 23.904385 150.375 37.848606 6.9210525 23.904385 320.375 23.904385 150.375 17.928288 17.928288 23.904385 23.904385 16.932272 23.904385 17.928288 37.848606 17.928288 23.904385 17.928288 74.7012 17.928288 17.928288 17.928288 17.928288 23.904385 320.375 28.416666 3.5555556 4.611111 23.904385 150.375 53.784863 32.253967 23.904385 4.611111 86.25 4.611111 9.24 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 86.25 9.24 3.5555556 3.5555556 320.375 6.894737 320.375 320.375 133.48 235.52 17.928288 17.928288 17.928288 18.777779 17.666666 59.166668 17.666666 239.17647 74.7012 37.77778 37.77778 226.05556 226.05556 226.05556 16.932272 16.932272 16.932272 16.932272 74.7012 74.7012 74.7012 74.7012 16.932272 107.82353 227.64706 239.17647 239.17647 34.764706 239.17647 239.17647 239.17647 34.764706 0.0 74.7012 74.7012 37.848606 74.7012 74.7012 37.848606 37.848606 16.932272 74.7012 17.928288 37.77778 59.166668 18.777779 74.7012 74.7012 74.7012 16.932272 17.928288 17.928288 74.7012 37.848606 74.7012 37.848606 16.932272 37.848606 74.7012 37.848606 37.848606 37.77778 37.848606 17.666666 37.848606 226.05556 37.848606 59.166668 18.777779 59.166668 17.928288 16.932272 226.05556 18.777779 17.666666 226.05556 23.904385 37.848606 17.928288 17.928288 23.904385 74.7012 16.932272 74.7012 16.932272 74.7012 16.932272 23.904385 16.932272 23.904385 16.932272 1.9920319 0.0
2017.01.30_14:45:11 234.9375 111.75 48.8125 45.5 48.8125 258.5 258.5625 233.21622 112.21622 59.432434 1.0 6.783784 59.432434 219.13513 233.24324 59.432434 112.21622 36.88933 6.783784 36.88933 233.21622 36.88933 219.13513 36.88933 6.783784 36.88933 36.88933 36.88933 36.88933 1.0 36.88933 36.88933 108.23529 0.0 34.64706 15.952144 15.952144 108.23529 15.952144 228.17647 228.17647 0.0 108.23529 34.64706 228.17647 36.88933 36.88933 36.88933 15.952144 15.952144 15.952144 15.952144 219.13513 59.432434 328.15927 1.0 15.952144 0.0 15.952144 0.0 233.21622 219.13513 233.21622 112.21622 233.21622 112.21622 15.952144 15.952144 15.952144 15.952144 15.952144 15.952144 15.952144 15.952144 235.46666 18.833334 18.833334 235.48 25.352942 45.68 235.46666 25.352942 45.68 120.76 3.6756756 25.352942 120.77333 3.6756756 3.6756756 235.46666 120.76 133.48 133.48 18.833334 235.45334 45.68 120.76 133.46666 45.68 234.9375 258.5 48.75 111.75 258.5 45.5 111.75 258.5 48.8125 45.5 111.75 234.9375 258.5 234.9375 45.5 1.7699151 16.949152 16.949152 16.949152 16.949152 16.949152 17.946161 22.931206 22.931206 17.946161 22.931206 16.949152 16.949152 74.77567 22.931206 16.949152 17.946161 16.949152 125.62313 16.949152 17.946161 16.949152 16.949152 16.949152 16.949152 16.949152 320.47827 86.391304 28.47826 9.092592 28.434782 150.47826 86.391304 6.864865 28.47826 9.2 22.931206 150.47826 36.88933 6.864865 22.931206 320.47827 22.931206 150.47826 17.946161 17.946161 22.931206 22.931206 16.949152 22.931206 17.946161 36.88933 17.946161 22.931206 17.946161 74.77567 17.946161 17.946161 17.946161 17.946161 22.931206 320.52173 28.434782 3.6666667 4.7777777 22.931206 150.47826 53.83848 32.309525 22.931206 4.7777777 86.391304 4.7777777 9.2 17.946161 17.946161 17.946161 17.946161 17.946161 17.946161 17.946161 17.946161 17.946161 17.946161 86.391304 9.2 3.6666667 3.6666667 320.47827 6.864865 320.47827 320.47827 133.48 235.46666 17.946161 17.946161 17.946161 18.833334 17.88889 59.833332 17.88889 239.41176 74.77567 38.055557 38.055557 226.5 226.44444 226.44444 15.952144 15.952144 15.952144 15.952144 74.77567 74.77567 74.77567 74.77567 15.952144 108.23529 228.17647 239.41176 239.41176 34.64706 239.47058 239.47058 239.41176 34.64706 0.0 74.77567 74.77567 36.88933 74.77567 74.77567 36.88933 36.88933 16.949152 74.77567 17.946161 38.055557 59.88889 18.833334 74.77567 74.77567 74.77567 16.949152 17.946161 17.946161 74.77567 36.88933 74.77567 36.88933 16.949152 36.88933 74.77567 36.88933 36.88933 38.055557 36.88933 17.88889 36.88933 226.5 36.88933 59.833332 18.833334 59.88889 17.946161 16.949152 226.44444 18.833334 17.88889 226.44444 22.931206 36.88933 17.946161 17.946161 22.931206 74.77567 16.949152 74.77567 16.949152 74.77567 16.949152 22.931206 16.949152 22.931206 16.949152 null null
2017.01.30_14:45:14 235.84616 113.02564 48.871796 46.23077 48.871796 259.79486 259.82053 233.65517 112.45977 59.58621 1.0 6.9195404 59.597702 219.56322 233.65517 59.58621 112.47127 43.391518 6.9310346 43.391518 233.64368 43.391518 219.5747 43.391518 6.9310346 43.391518 43.391518 43.391518 43.391518 1.0 43.391518 43.391518 107.8 0.0 34.7 19.45137 19.45137 107.775 19.45137 227.875 227.875 0.0 107.8 34.7 227.875 43.391518 43.391518 43.391518 19.45137 19.45137 19.45137 19.45137 219.5747 59.58621 688.4596 1.0 19.45137 0.0 19.45137 0.0 233.64368 219.56322 233.64368 112.45977 233.64368 112.47127 19.45137 19.45137 19.45137 19.45137 19.45137 19.45137 19.45137 19.45137 235.6628 19.025 19.025 235.66861 24.9 45.755814 235.65698 24.9 45.761627 120.76163 3.678161 24.9 120.76744 3.678161 3.678161 235.6628 120.75581 133.56976 133.57558 19.025 235.65117 45.76744 120.75581 133.56395 45.76744 235.84616 259.79486 48.871796 113.02564 259.79486 46.23077 113.02564 259.79486 48.871796 46.23077 113.02564 235.84616 259.79486 235.84616 46.23077 3.5825157 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 28.428926 28.428926 19.950123 28.428926 19.950123 19.950123 85.78553 28.428926 19.950123 19.950123 19.950123 139.65086 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 320.807 86.7193 28.561403 9.166667 28.54386 150.8421 86.73684 6.954023 28.54386 9.203488 28.428926 150.85965 43.391518 6.954023 28.428926 320.807 28.428926 150.8421 19.950123 19.950123 28.428926 28.428926 19.950123 28.428926 19.950123 43.391518 19.950123 28.428926 19.950123 85.78553 19.950123 19.950123 19.950123 19.950123 28.428926 320.82455 28.54386 3.625 4.9 28.428926 150.8421 59.850372 32.389286 28.428926 4.9 86.7193 4.9 9.203488 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 19.950123 86.73684 9.197675 3.625 3.625 320.807 6.954023 320.807 320.82455 133.56976 235.65698 19.950123 19.950123 19.950123 19.025 17.775 59.725 17.775 239.35 85.78553 38.175 38.175 226.95 226.95 226.95 19.45137 19.45137 19.45137 19.45137 85.78553 85.78553 85.78553 85.78553 19.45137 107.775 227.875 239.35 239.35 34.7 239.375 239.375 239.35 34.7 0.0 85.78553 85.78553 43.391518 85.78553 85.78553 43.391518 43.391518 19.950123 85.78553 19.950123 38.2 59.725 19.025 85.78553 85.78553 85.78553 19.950123 19.950123 19.950123 85.78553 43.391518 85.78553 43.391518 19.950123 43.391518 85.78553 43.391518 43.391518 38.2 43.391518 17.775 43.391518 226.95 43.391518 59.725 19.025 59.725 19.950123 19.950123 226.95 19.05 17.8 226.95 28.428926 43.391518 19.950123 19.950123 28.428926 85.78553 19.950123 85.78553 19.950123 85.78553 19.950123 28.428926 19.950123 28.428926 19.950123 4867.3315 4.0987806E-4
2017.01.30_14:45:17 236.0 112.76471 48.47059 46.235294 48.47059 260.47058 260.52942 234.16216 112.5946 59.51351 1.0 6.7297297 59.54054 219.86487 234.16216 59.54054 112.5946 36.852592 6.7297297 36.852592 234.13513 36.852592 219.89189 36.852592 6.7297297 36.852592 36.852592 36.852592 36.852592 1.0 36.852592 36.852592 108.0 0.0 34.72222 16.932272 16.932272 108.0 16.932272 228.44444 228.44444 0.0 108.0 34.72222 228.44444 36.852592 36.852592 36.852592 16.932272 16.932272 16.932272 16.932272 219.86487 59.54054 118.26646 1.0 16.932272 0.0 16.932272 0.0 234.13513 219.86487 234.13513 112.5946 234.16216 112.62162 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 16.932272 236.43835 19.11111 19.11111 236.45206 24.88889 46.0137 236.43835 24.88889 46.027397 121.41096 1.2222222 24.88889 121.41096 1.2222222 1.2222222 236.43835 121.39726 134.32877 134.34247 19.11111 236.42465 46.027397 121.39726 134.32877 46.027397 236.0 260.47058 48.47059 112.76471 260.47058 46.235294 112.76471 260.47058 48.47059 46.235294 112.70588 236.0 260.47058 236.0 46.235294 2.1043646 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 22.908367 22.908367 17.928288 22.908367 17.928288 17.928288 72.70917 22.908367 17.928288 17.928288 17.928288 125.49802 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 320.69565 86.91304 28.652174 9.166667 28.652174 150.69565 86.91304 6.972973 28.652174 9.383562 22.908367 150.69565 36.852592 6.972973 22.908367 320.69565 22.908367 150.69565 17.928288 17.928288 22.908367 22.908367 17.928288 22.908367 17.928288 36.852592 17.928288 22.908367 17.928288 72.70917 17.928288 17.928288 17.928288 17.928288 22.908367 320.69565 28.652174 3.6666667 4.7222223 22.908367 150.69565 53.784863 32.349205 22.908367 4.7222223 86.91304 4.7222223 9.369863 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 86.91304 9.369863 3.6666667 3.6666667 320.69565 6.972973 320.69565 320.69565 134.34247 236.43835 17.928288 17.928288 17.928288 19.11111 17.666666 59.444443 17.666666 239.94444 72.70917 38.333332 38.333332 226.72223 226.72223 226.72223 16.932272 16.932272 16.932272 16.932272 72.70917 72.70917 72.70917 72.70917 16.932272 108.0 228.44444 239.94444 239.88889 34.72222 239.94444 239.94444 239.88889 34.72222 0.0 72.70917 72.70917 17.928288 72.70917 72.70917 17.928288 17.928288 17.928288 72.70917 17.928288 38.333332 59.444443 19.11111 72.70917 72.70917 72.70917 17.928288 17.928288 17.928288 72.70917 36.852592 72.70917 36.852592 17.928288 36.852592 72.70917 36.852592 36.852592 38.333332 36.852592 17.666666 36.852592 226.72223 36.852592 59.444443 19.11111 59.444443 17.928288 17.928288 226.72223 19.11111 17.722221 226.72223 22.908367 36.852592 17.928288 17.928288 22.908367 72.70917 17.928288 72.70917 17.928288 72.70917 17.928288 22.908367 17.928288 22.908367 17.928288 null null
2017.01.30_14:45:20 235.52942 112.411766 48.82353 45.764706 48.82353 259.70587 259.70587 233.28947 112.052635 59.18421 1.0 6.868421 59.18421 219.1842 233.28947 59.18421 112.052635 37.810944 6.868421 37.810944 233.26315 37.810944 219.1842 37.810944 6.868421 37.810944 37.810944 37.810944 37.810944 1.0 37.810944 37.810944 107.52941 0.0 34.705883 16.915422 16.915422 107.47059 16.915422 227.47058 227.47058 0.0 107.52941 34.705883 227.47058 37.810944 37.810944 37.810944 16.915422 16.915422 16.915422 16.915422 219.1842 59.18421 555.04443 1.0 16.915422 0.0 16.915422 0.0 233.26315 219.1842 233.26315 112.052635 233.26315 112.052635 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 235.40541 18.764706 18.764706 235.41891 24.82353 45.432434 235.40541 24.82353 45.432434 120.47298 3.6842105 24.82353 120.47298 3.6842105 3.6842105 235.40541 120.45946 133.27026 133.28378 18.764706 235.39189 45.445946 120.45946 133.27026 45.445946 235.52942 259.70587 48.82353 112.411766 259.70587 45.705883 112.411766 259.70587 48.82353 45.705883 112.411766 235.52942 259.70587 235.52942 45.764706 2.6339986 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 23.880598 23.880598 16.915422 23.880598 16.915422 16.915422 73.63184 23.880598 16.915422 16.915422 16.915422 118.40796 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 320.04166 86.208336 28.458334 9.0 28.416666 150.04167 86.208336 6.8157897 28.458334 9.067568 23.880598 150.04167 37.810944 6.8421054 23.880598 320.04166 23.880598 150.04167 16.915422 16.915422 23.880598 23.880598 16.915422 23.880598 16.915422 37.810944 16.915422 23.880598 16.915422 73.63184 16.915422 16.915422 16.915422 16.915422 23.880598 320.04166 28.458334 3.7058823 4.5882354 23.880598 150.04167 50.74627 32.369747 23.880598 4.5882354 86.208336 4.5882354 9.067568 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 16.915422 86.208336 9.054054 3.7058823 3.6470587 320.04166 6.8157897 320.04166 320.04166 133.27026 235.40541 16.915422 16.915422 16.915422 18.764706 17.705883 59.64706 17.705883 238.88235 73.63184 37.82353 37.82353 226.82353 226.82353 226.82353 16.915422 16.915422 16.915422 16.915422 73.63184 73.63184 73.63184 73.63184 16.915422 107.47059 227.47058 238.88235 238.88235 34.705883 238.88235 238.88235 238.88235 34.705883 0.0 73.63184 73.63184 37.810944 73.63184 73.63184 37.810944 37.810944 16.915422 73.63184 16.915422 37.82353 59.64706 18.764706 73.63184 73.63184 73.63184 16.915422 16.915422 16.915422 73.63184 37.810944 73.63184 37.810944 16.915422 37.810944 73.63184 37.810944 37.810944 37.82353 37.810944 17.705883 37.810944 226.82353 37.810944 59.64706 18.764706 59.64706 16.915422 16.915422 226.82353 18.764706 17.705883 226.82353 23.880598 37.810944 16.915422 16.915422 23.880598 73.63184 16.915422 73.63184 16.915422 73.63184 16.915422 23.880598 16.915422 23.880598 16.915422 null null
2017.01.30_14:45:23 235.875 113.0625 48.8125 46.0625 48.875 259.625 259.625 233.94595 112.72973 59.567566 1.0 6.783784 59.594593 219.75676 233.97298 59.567566 112.72973 36.852592 6.783784 36.852592 233.94595 36.852592 219.75676 36.852592 6.783784 36.852592 36.852592 36.852592 36.852592 1.0 36.852592 36.852592 107.888885 0.0 34.72222 15.936255 15.936255 107.888885 15.936255 228.05556 228.05556 0.0 107.888885 34.72222 228.05556 36.852592 36.852592 36.852592 15.936255 15.936255 15.936255 15.936255 219.75676 59.567566 431.18765 1.0 15.936255 0.0 15.936255 0.0 233.94595 219.75676 233.94595 112.702705 233.94595 112.72973 15.936255 15.936255 15.936255 15.936255 15.936255 15.936255 15.936255 15.936255 235.98648 19.11111 19.11111 235.98648 25.11111 45.851353 235.97298 25.11111 45.864864 121.16216 3.6216216 25.11111 121.16216 3.6216216 3.6216216 235.97298 121.16216 133.90541 133.91891 19.055555 235.97298 45.864864 121.16216 133.90541 45.864864 235.875 259.625 48.8125 113.0625 259.625 46.0625 113.0625 259.625 48.875 46.0 113.0625 235.875 259.625 235.875 46.0625 1.9776531 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 22.908367 22.908367 17.928288 22.908367 17.928288 17.928288 73.705185 22.908367 17.928288 17.928288 17.928288 125.49802 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 320.65216 86.21739 28.391304 9.037037 28.391304 150.08696 86.21739 7.081081 28.391304 9.256757 22.908367 150.08696 36.852592 7.081081 22.908367 320.6087 22.908367 150.08696 17.928288 17.928288 22.908367 22.908367 17.928288 22.908367 17.928288 36.852592 17.928288 22.908367 17.928288 73.705185 17.928288 17.928288 17.928288 17.928288 22.908367 320.65216 28.391304 3.5 4.611111 22.908367 150.08696 53.784863 32.42857 22.908367 4.611111 86.21739 4.611111 9.256757 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 17.928288 86.21739 9.256757 3.5 3.5 320.65216 7.081081 320.65216 320.65216 133.91891 235.97298 17.928288 17.928288 17.928288 19.11111 17.5 60.22222 17.5 239.88889 73.705185 38.22222 38.22222 227.33333 227.33333 227.33333 15.936255 15.936255 15.936255 15.936255 73.705185 73.705185 73.705185 73.705185 15.936255 107.888885 228.05556 239.88889 239.88889 34.72222 239.88889 239.88889 239.88889 34.72222 0.0 73.705185 73.705185 36.852592 73.705185 73.705185 36.852592 36.852592 17.928288 73.705185 17.928288 38.27778 60.22222 19.11111 73.705185 73.705185 73.705185 17.928288 17.928288 17.928288 73.705185 36.852592 73.705185 36.852592 17.928288 36.852592 73.705185 36.852592 36.852592 38.27778 36.852592 17.5 36.852592 227.33333 36.852592 60.22222 19.11111 60.22222 17.928288 17.928288 227.33333 19.11111 17.5 227.33333 22.908367 36.852592 17.928288 17.928288 22.908367 73.705185 17.928288 73.705185 17.928288 73.705185 17.928288 22.908367 17.928288 22.908367 17.928288 null null
